url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
https://www.espn.com/nba/player/_/id/4432166/cade-cunningham,Detroit Pistons,Point Guard,"6' 7"", 220 lbs",9/25/2001 (21),Oklahoma St,"2021: Rd 1, Pk 1 (DET)",Game Time Decision,1st Season,"Arlington, TX"
https://www.espn.com/nba/player/_/id/3033/p.j.-tucker,Philadelphia 76ers,Power Forward,"6' 5"", 245 lbs",5/5/1985 (38),Texas,"2006: Rd 2, Pk 35 (TOR)",Active,11th Season,"Raleigh, NC"
https://www.espn.com/nba/player/_/id/4277919/mo-bamba,,Center,,5/12/1998,Texas,"2018: Rd 1, Pk 6 (ORL)",,,"Harlem, NY"
https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,Utah Jazz,Shooting Guard,"6' 4"", 234 lbs",11/25/2000 (22),Iowa State,"2019: Rd 2, Pk 46 (ORL)",Active,3rd Season,"Chicago, IL"
https://www.espn.com/nba/player/_/id/4257/derrick-favors,,Forward,,7/15/1991,Georgia Tech,"2010: Rd 1, Pk 3 (NJ)",,,"Atlanta, GA"
https://www.espn.com/nba/player/_/id/6581/jae-crowder,Milwaukee Bucks,Power Forward,"6' 6"", 235 lbs",7/6/1990 (32),Marquette,"2012: Rd 2, Pk 34 (CLE)",Active,10th Season,"Villa Rica, GA"
https://www.espn.com/nba/player/_/id/4017837/ivica-zubac,LA Clippers,Center,"7' 0"", 240 lbs",3/18/1997 (26),,"2016: Rd 2, Pk 32 (LAL)",Active,6th Season,"Mostar, Bosnia & Herzegovina"
https://www.espn.com/nba/player/_/id/6429/alec-burks,Detroit Pistons,Shooting Guard,"6' 6"", 214 lbs",7/20/1991 (31),Colorado,"2011: Rd 1, Pk 12 (UTAH)",Game Time Decision,11th Season,"Grandview, MO"
https://www.espn.com/nba/player/_/id/2528779/reggie-bullock,Dallas Mavericks,Small Forward,"6' 6"", 205 lbs",3/16/1991 (32),North Carolina,"2013: Rd 1, Pk 25 (LAC)",Active,9th Season,"Baltimore, MD"
https://www.espn.com/nba/player/_/id/4433255/chet-holmgren,Oklahoma City Thunder,Power Forward,"7' 1"", 195 lbs",5/1/2002 (21),Gonzaga,"2022: Rd 1, Pk 2 (OKC)",Game Time Decision,Rookie,"Minneapolis, MN"
https://www.espn.com/nba/player/_/id/4065732/de'andre-hunter,Atlanta Hawks,Small Forward,"6' 8"", 221 lbs",12/2/1997 (25),Virginia,"2019: Rd 1, Pk 4 (LAL)",Active,3rd Season,"Philadelphia, PA"
https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr.,New Orleans Pelicans,Power Forward,"6' 8"", 245 lbs",1/1/1993 (30),Wyoming,"2015: Rd 1, Pk 27 (LAL)",Active,7th Season,"Akron, OH"
https://www.espn.com/nba/player/_/id/4279888/ja-morant,Memphis Grizzlies,Point Guard,"6' 3"", 174 lbs",8/10/1999 (23),Murray St,"2019: Rd 1, Pk 2 (MEM)",Out,3rd Season,"Dalzell, SC"
https://www.espn.com/nba/player/_/id/4432808/james-wiseman,Detroit Pistons,Center,"7' 0"", 240 lbs",3/31/2001 (22),Memphis,"2020: Rd 1, Pk 2 (GS)",Active,2nd Season,"Nashville, TN"
https://www.espn.com/nba/player/_/id/3914044/landry-shamet,Washington Wizards,Shooting Guard,"6' 4"", 190 lbs",3/13/1997 (26),Wichita St,"2018: Rd 1, Pk 26 (PHI)",Active,4th Season,"Kansas City, MO"
https://www.espn.com/nba/player/_/id/4066262/malik-monk,Sacramento Kings,Shooting Guard,"6' 3"", 200 lbs",2/4/1998 (25),Kentucky,"2017: Rd 1, Pk 11 (CHA)",Active,5th Season,"Lepanto, AR"
https://www.espn.com/nba/player/_/id/4437244/jalen-green,Houston Rockets,Shooting Guard,"6' 4"", 186 lbs",2/9/2002 (21),,"2021: Rd 1, Pk 2 (HOU)",Active,2nd Season,"Merced, CA"
https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,Toronto Raptors,Center,"7' 1"", 245 lbs",10/15/1995 (27),Utah,"2016: Rd 1, Pk 9 (TOR)",Active,6th Season,"Vienna, Austria"
https://www.espn.com/nba/player/_/id/3032978/dario-saric,Oklahoma City Thunder,Power Forward,"6' 10"", 225 lbs",4/8/1994 (29),,"2014: Rd 1, Pk 12 (ORL)",Active,5th Season,"Sibenik, Croatia"
https://www.espn.com/nba/player/_/id/2991280/nerlens-noel,,Center,,4/10/1994,Kentucky,"2013: Rd 1, Pk 6 (NO)",,,"Malden, MA"
https://www.espn.com/nba/player/_/id/2583632/royce-o'neale,Brooklyn Nets,Power Forward,"6' 6"", 226 lbs",6/5/1993 (30),Baylor,,Active,5th Season,"Killeen, TX"
https://www.espn.com/nba/player/_/id/3059310/monte-morris,Washington Wizards,Point Guard,"6' 2"", 183 lbs",6/27/1995 (28),Iowa State,"2017: Rd 2, Pk 51 (DEN)",Active,5th Season,"Grand Rapids, MI"
https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,LA Clippers,Center,"7' 0"", 254 lbs",3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)",Active,9th Season,"Fort Wayne, IN"
https://www.espn.com/nba/player/_/id/2991350/alex-caruso,Chicago Bulls,Shooting Guard,"6' 5"", 186 lbs",2/28/1994 (29),Texas A&M,,Active,5th Season,"College Station, TX"
https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,Dallas Mavericks,Power Forward,"6' 10"", 240 lbs",1/29/1992 (31),,,Active,5th Season,"Wurzburg, Germany"
https://www.espn.com/nba/player/_/id/4396907/darius-garland,Cleveland Cavaliers,Point Guard,"6' 1"", 192 lbs",1/26/2000 (23),Vanderbilt,"2019: Rd 1, Pk 5 (CLE)",Active,3rd Season,"Gary, IN"
https://www.espn.com/nba/player/_/id/4432639/jabari-smith-jr.,Houston Rockets,Power Forward,"6' 11"", 220 lbs",5/13/2003 (20),Auburn,"2022: Rd 1, Pk 3 (HOU)",Active,Rookie,"Fayetteville, GA"
https://www.espn.com/nba/player/_/id/2993874/kyle-anderson,Minnesota Timberwolves,Small Forward,"6' 9"", 230 lbs",9/20/1993 (29),UCLA,"2014: Rd 1, Pk 30 (SA)",Game Time Decision,8th Season,"Fairview, NJ"
https://www.espn.com/nba/player/_/id/2527963/victor-oladipo,Miami Heat,Shooting Guard,"6' 4"", 213 lbs",5/4/1992 (31),Indiana,"2013: Rd 1, Pk 2 (ORL)",Game Time Decision,9th Season,"Silver Spring, MD"
https://www.espn.com/nba/player/_/id/2451037/daniel-theis,Indiana Pacers,Center,"6' 8"", 245 lbs",4/4/1992 (31),,,Active,5th Season,"Salzgitter, Germany"
https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,Charlotte Hornets,Point Guard,"6' 7"", 180 lbs",8/22/2001 (21),,"2020: Rd 1, Pk 3 (CHA)",Game Time Decision,2nd Season,"Chino Hills, CA"
https://www.espn.com/nba/player/_/id/4278067/nic-claxton,Brooklyn Nets,Center,"6' 11"", 215 lbs",4/17/1999 (24),Georgia,"2019: Rd 2, Pk 31 (BKN)",Active,3rd Season,"Greenville, SC"
https://www.espn.com/nba/player/_/id/3135045/grayson-allen,Milwaukee Bucks,Shooting Guard,"6' 4"", 198 lbs",10/8/1995 (27),Duke,"2018: Rd 1, Pk 21 (UTAH)",Active,4th Season,"Jacksonville, FL"
https://www.espn.com/nba/player/_/id/2326307/seth-curry,Dallas Mavericks,Shooting Guard,"6' 1"", 185 lbs",8/23/1990 (32),Duke,,Active,8th Season,"Charlotte, NC"
https://www.espn.com/nba/player/_/id/4432158/evan-mobley,Cleveland Cavaliers,Power Forward,"6' 11"", 215 lbs",6/18/2001 (22),USC,"2021: Rd 1, Pk 3 (CLE)",Active,1st Season,"Murrieta, CA"
https://www.espn.com/nba/player/_/id/3134903/gary-payton-ii,Golden State Warriors,Shooting Guard,"6' 2"", 195 lbs",12/1/1992 (30),Oregon St,,Active,6th Season,"Las Vegas, NV"
https://www.espn.com/nba/player/_/id/4066436/de'anthony-melton,Philadelphia 76ers,Shooting Guard,"6' 2"", 200 lbs",5/28/1998 (25),USC,"2018: Rd 2, Pk 46 (HOU)",Active,4th Season,"North Hollywood, CA"
https://www.espn.com/nba/player/_/id/2530530/t.j.-mcconnell,Indiana Pacers,Point Guard,"6' 1"", 190 lbs",3/25/1992 (31),Arizona,,Active,7th Season,"Pittsburgh, PA"
https://www.espn.com/nba/player/_/id/4594327/keegan-murray,Sacramento Kings,Small Forward,"6' 8"", 215 lbs",8/19/2000 (22),Iowa,"2022: Rd 1, Pk 4 (SAC)",Active,Rookie,"Cedar Rapids, IA"
https://www.espn.com/nba/player/_/id/3244/thaddeus-young,Toronto Raptors,Power Forward,"6' 8"", 235 lbs",6/21/1988 (35),Georgia Tech,"2007: Rd 1, Pk 12 (PHI)",Active,15th Season,"New Orleans, LA"
https://www.espn.com/nba/player/_/id/2990962/taurean-prince,Los Angeles Lakers,Power Forward,"6' 6"", 218 lbs",3/22/1994 (29),Baylor,"2016: Rd 1, Pk 12 (UTAH)",Active,6th Season,"San Marcos, TX"
https://www.espn.com/nba/player/_/id/3155535/kevon-looney,Golden State Warriors,Forward,"6' 9"", 222 lbs",2/6/1996 (27),UCLA,"2015: Rd 1, Pk 30 (GS)",Active,7th Season,"Milwaukee, WI"
https://www.espn.com/nba/player/_/id/4222252/isaiah-hartenstein,New York Knicks,Center,"7' 0"", 250 lbs",5/5/1998 (25),,"2017: Rd 2, Pk 43 (HOU)",Active,3rd Season,"Eugene, OR"
https://www.espn.com/nba/player/_/id/3064447/delon-wright,Washington Wizards,Shooting Guard,"6' 5"", 185 lbs",4/26/1992 (31),Utah,"2015: Rd 1, Pk 20 (TOR)",Active,7th Season,"Los Angeles, CA"
https://www.espn.com/nba/player/_/id/4431687/patrick-williams,Chicago Bulls,Power Forward,"6' 7"", 215 lbs",8/26/2001 (21),Florida St,"2020: Rd 1, Pk 4 (CHI)",Active,2nd Season,"Charlotte, NC"
https://www.espn.com/nba/player/_/id/4433134/scottie-barnes,Toronto Raptors,Small Forward,"6' 8"", 225 lbs",8/1/2001 (21),Florida St,"2021: Rd 1, Pk 4 (TOR)",Active,1st Season,"West Palm Beach, FL"
https://www.espn.com/nba/player/_/id/3893016/cedi-osman,Cleveland Cavaliers,Small Forward,"6' 7"", 230 lbs",4/8/1995 (28),,"2015: Rd 2, Pk 31 (MIN)",Active,5th Season,"Ohrid, Macedonia"
https://www.espn.com/nba/player/_/id/4395651/coby-white,Chicago Bulls,Point Guard,"6' 5"", 195 lbs",2/16/2000 (23),North Carolina,"2019: Rd 1, Pk 7 (CHI)",Active,3rd Season,"Goldsboro, NC"
https://www.espn.com/nba/player/_/id/2968439/aron-baynes,,Center,,12/9/1986,Washington St,,,,"Gisborne, New Zealand"
https://www.espn.com/nba/player/_/id/4066650/zach-collins,San Antonio Spurs,Power Forward,"6' 11"", 250 lbs",11/19/1997 (25),Gonzaga,"2017: Rd 1, Pk 10 (SAC)",Game Time Decision,4th Season,"Las Vegas, NV"
https://www.espn.com/nba/player/_/id/4433218/jaden-ivey,Detroit Pistons,Point Guard,"6' 4"", 195 lbs",2/13/2002 (21),Purdue,"2022: Rd 1, Pk 5 (DET)",Active,1st Season,"South Bend, IN"
https://www.espn.com/nba/player/_/id/3136777/jae'sean-tate,Houston Rockets,Small Forward,"6' 5"", 230 lbs",10/28/1995 (27),Ohio State,,Game Time Decision,2nd Season,"Pickerington, OH"
https://www.espn.com/nba/player/_/id/4432822/isaac-okoro,Cleveland Cavaliers,Small Forward,"6' 5"", 225 lbs",1/26/2001 (22),Auburn,"2020: Rd 1, Pk 5 (CLE)",Active,2nd Season,"Powder Springs, GA"
https://www.espn.com/nba/player/_/id/3138161/cody-martin,Charlotte Hornets,Small Forward,"6' 6"", 205 lbs",9/28/1995 (27),Nevada,"2019: Rd 2, Pk 36 (CHA)",Game Time Decision,3rd Season,"Mocksville, NC"
https://www.espn.com/nba/player/_/id/4432165/jalen-suggs,Orlando Magic,Shooting Guard,"6' 5"", 205 lbs",6/3/2001 (22),Gonzaga,"2021: Rd 1, Pk 5 (ORL)",Active,1st Season,"Saint Paul, MN"
https://www.espn.com/nba/player/_/id/4397077/jaxson-hayes,New Orleans Pelicans,Center,"7' 0"", 220 lbs",5/23/2000 (23),Texas,"2019: Rd 1, Pk 8 (ATL)",Active,3rd Season,"Norman, OK"
https://www.espn.com/nba/player/_/id/2578240/khem-birch,San Antonio Spurs,Center,"6' 8"", 233 lbs",9/28/1992 (30),UNLV,,Active,5th Season,"Montreal, PQ"
https://www.espn.com/nba/player/_/id/4683634/bennedict-mathurin,Indiana Pacers,Shooting Guard,"6' 5"", 210 lbs",6/19/2002 (21),Arizona,"2022: Rd 1, Pk 6 (IND)",Active,Rookie,"Montreal, PQ"
https://www.espn.com/nba/player/_/id/3428/danilo-gallinari,Washington Wizards,Power Forward,"6' 10"", 236 lbs",8/8/1988 (34),,"2008: Rd 1, Pk 6 (NY)",Game Time Decision,13th Season,"Sant'Angelo Lodigiano, Italy"
https://www.espn.com/nba/player/_/id/4004/patty-mills,Brooklyn Nets,Point Guard,"6' 0"", 180 lbs",8/11/1988 (34),Saint Mary's,"2009: Rd 2, Pk 55 (POR)",Active,13th Season,"Canberra, ACT"
https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Orlando Magic,Shooting Guard,"6' 8"", 220 lbs",10/2/1987 (35),,,Active,8th Season,"Adelaide, SA"
https://www.espn.com/nba/player/_/id/3138160/caleb-martin,Miami Heat,Small Forward,"6' 5"", 205 lbs",9/28/1995 (27),Nevada,,Active,3rd Season,"Mocksville, NC"
https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Los Angeles Lakers,Guard,"6' 4"", 204 lbs",12/14/1998 (24),Miami,"2018: Rd 1, Pk 18 (SA)",Active,4th Season,"Reading, PA"
https://www.espn.com/nba/player/_/id/4237/john-wall,,Point Guard,,9/6/1990,Kentucky,"2010: Rd 1, Pk 1 (WSH)",,,"Raleigh, NC"
https://www.espn.com/nba/player/_/id/4065670/bruce-brown,Indiana Pacers,Small Forward,"6' 4"", 202 lbs",8/15/1996 (26),Miami,"2018: Rd 2, Pk 42 (DET)",Active,4th Season,"Boston, MA"
https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,Atlanta Hawks,Power Forward,"6' 9"", 240 lbs",12/11/2000 (22),USC,"2020: Rd 1, Pk 6 (ATL)",Active,2nd Season,"Chino, CA"
https://www.espn.com/nba/player/_/id/4277928/jarrett-culver,,Guard,,2/20/1999,Texas Tech,"2019: Rd 1, Pk 6 (PHX)",,,"Dallas, TX"
https://www.espn.com/nba/player/_/id/4871145/josh-giddey,Oklahoma City Thunder,Shooting Guard,"6' 8"", 216 lbs",10/10/2002 (20),,"2021: Rd 1, Pk 6 (OKC)",Active,1st Season,
https://www.espn.com/nba/player/_/id/4066648/rui-hachimura,Los Angeles Lakers,Power Forward,"6' 8"", 230 lbs",2/8/1998 (25),Gonzaga,"2019: Rd 1, Pk 9 (WSH)",Active,3rd Season,"Toyama, Japan"
https://www.espn.com/nba/player/_/id/3005/rudy-gay,Utah Jazz,Small Forward,"6' 8"", 250 lbs",8/17/1986 (36),UConn,"2006: Rd 1, Pk 8 (HOU)",Active,16th Season,"Baltimore, MD"
https://www.espn.com/nba/player/_/id/4914336/shaedon-sharpe,Portland Trail Blazers,Shooting Guard,"6' 5"", 200 lbs",5/30/2003 (20),Kentucky,"2022: Rd 1, Pk 7 (POR)",Active,Rookie,"London, ON"
https://www.espn.com/nba/player/_/id/2594922/otto-porter-jr.,Toronto Raptors,Small Forward,"6' 8"", 198 lbs",6/3/1993 (30),Georgetown,"2013: Rd 1, Pk 3 (WSH)",Game Time Decision,9th Season,"Saint Louis, MO"
https://www.espn.com/nba/player/_/id/3064230/cameron-payne,Phoenix Suns,Point Guard,"6' 1"", 183 lbs",8/8/1994 (28),Murray St,"2015: Rd 1, Pk 14 (OKC)",Active,7th Season,"Bartlett, TN"
https://www.espn.com/nba/player/_/id/4395627/cam-reddish,Los Angeles Lakers,Small Forward,"6' 8"", 217 lbs",9/1/1999 (23),Duke,"2019: Rd 1, Pk 10 (ATL)",Active,3rd Season,"Norristown, PA"
https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,Brooklyn Nets,Small Forward,"6' 8"", 210 lbs",3/3/1996 (27),North Carolina,"2019: Rd 1, Pk 11 (MIN)",Active,3rd Season,"Moon Township, PA"
https://www.espn.com/nba/player/_/id/4011/ricky-rubio,Cleveland Cavaliers,Point Guard,"6' 2"", 190 lbs",10/21/1990 (32),,"2009: Rd 1, Pk 5 (MIN)",Active,11th Season,"Barcelona, Spain"
https://www.espn.com/nba/player/_/id/4278075/kevin-knox-ii,Portland Trail Blazers,Small Forward,"6' 7"", 215 lbs",8/11/1999 (23),Kentucky,"2018: Rd 1, Pk 9 (NY)",Active,4th Season,"Phoenix, AZ"
https://www.espn.com/nba/player/_/id/4278078/p.j.-washington,Charlotte Hornets,Power Forward,"6' 7"", 230 lbs",8/23/1998 (24),Kentucky,"2019: Rd 1, Pk 12 (CHA)",Game Time Decision,3rd Season,"Louisville, KY"
https://www.espn.com/nba/player/_/id/4433247/jonathan-kuminga,Golden State Warriors,Power Forward,"6' 7"", 225 lbs",10/6/2002 (20),,"2021: Rd 1, Pk 7 (GS)",Active,1st Season,"Goma, Democratic Republic of Congo"
https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,Milwaukee Bucks,Shooting Guard,"6' 5"", 209 lbs",1/6/1993 (30),Notre Dame,"2015: Rd 2, Pk 41 (BKN)",Active,7th Season,"Arlington, MA"
https://www.espn.com/nba/player/_/id/4395725/tyler-herro,Miami Heat,Point Guard,"6' 5"", 195 lbs",1/20/2000 (23),Kentucky,"2019: Rd 1, Pk 13 (MIA)",Active,3rd Season,"Milwaukee, WI"
https://www.espn.com/nba/player/_/id/4397008/romeo-langford,San Antonio Spurs,Shooting Guard,"6' 5"", 216 lbs",10/25/1999 (23),Indiana,"2019: Rd 1, Pk 14 (BOS)",Active,3rd Season,"New Albany, IN"
https://www.espn.com/nba/player/_/id/4683024/killian-hayes,Detroit Pistons,Point Guard,"6' 5"", 195 lbs",7/27/2001 (21),,"2020: Rd 1, Pk 7 (DET)",Active,2nd Season,"Lakeland, FL"
https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,New Orleans Pelicans,Guard,"6' 7"", 199 lbs",3/17/2003 (20),,"2022: Rd 1, Pk 8 (NO)",Active,Rookie,"Bendigo, VIC"
https://www.espn.com/nba/player/_/id/3452/javale-mcgee,Dallas Mavericks,Center,"7' 0"", 270 lbs",1/19/1988 (35),Nevada,"2008: Rd 1, Pk 18 (WSH)",Active,14th Season,"Flint, MI"
https://www.espn.com/nba/player/_/id/4278355/obi-toppin,New York Knicks,Power Forward,"6' 9"", 220 lbs",3/4/1998 (25),Dayton,"2020: Rd 1, Pk 8 (NY)",Active,2nd Season,"Brooklyn, NY"
https://www.espn.com/nba/player/_/id/4566434/franz-wagner,Orlando Magic,Small Forward,"6' 10"", 220 lbs",8/27/2001 (21),Michigan,"2021: Rd 1, Pk 8 (ORL)",Active,1st Season,"Berlin, Germany"
https://www.espn.com/nba/player/_/id/3056247/kendrick-nunn,Washington Wizards,Guard,"6' 3"", 190 lbs",8/3/1995 (27),Oakland,,Active,2nd Season,"Chicago, IL"
https://www.espn.com/nba/player/_/id/4080610/hamidou-diallo,Detroit Pistons,Shooting Guard,"6' 5"", 202 lbs",7/31/1998 (24),Kentucky,"2018: Rd 2, Pk 45 (BKN)",Game Time Decision,4th Season,"Queens, NY"
https://www.espn.com/nba/player/_/id/6446/cory-joseph,Detroit Pistons,Point Guard,"6' 3"", 200 lbs",8/20/1991 (31),Texas,"2011: Rd 1, Pk 29 (SA)",Active,11th Season,"Henderson, NV"
https://www.espn.com/nba/player/_/id/2528693/torrey-craig,Phoenix Suns,Small Forward,"6' 7"", 221 lbs",12/19/1990 (32),SC Upstate,,Active,5th Season,"Columbia, SC"
https://www.espn.com/nba/player/_/id/4610139/jeremy-sochan,San Antonio Spurs,Forward,"6' 8"", 230 lbs",5/20/2003 (20),Baylor,"2022: Rd 1, Pk 9 (SA)",Active,Rookie,"Milton Keynes, England"
https://www.espn.com/nba/player/_/id/3062744/david-nwaba,,Small Forward,,1/14/1993,Cal Poly,,,,"Los Angeles, CA"
https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,Minnesota Timberwolves,Shooting Guard,"6' 5"", 205 lbs",9/2/1998 (24),Virginia Tech,"2019: Rd 1, Pk 17 (BKN)",Active,3rd Season,"Toronto, ON"
https://www.espn.com/nba/player/_/id/3929325/furkan-korkmaz,Philadelphia 76ers,Shooting Guard,"6' 7"", 202 lbs",7/24/1997 (25),,"2016: Rd 1, Pk 26 (PHI)",Active,5th Season,"Bakirkoy, Turkey"
https://www.espn.com/nba/player/_/id/3102528/dante-exum,,Point Guard,,7/13/1995,,"2014: Rd 1, Pk 5 (UTAH)",,,"Melbourne, VIC"
https://www.espn.com/nba/player/_/id/2799/lou-williams,,Shooting Guard,,10/27/1986,,"2005: Rd 2, Pk 45 (PHI)",,,"Memphis, TN"
https://www.espn.com/nba/player/_/id/4683021/deni-avdija,Washington Wizards,Small Forward,"6' 9"", 210 lbs",1/3/2001 (22),,"2020: Rd 1, Pk 9 (WSH)",Active,2nd Season,"Tel Aviv, Israel"
https://www.espn.com/nba/player/_/id/4023/garrett-temple,New Orleans Pelicans,Small Forward,"6' 6"", 195 lbs",5/8/1986 (37),LSU,,Active,12th Season,"Baton Rouge, LA"
https://www.espn.com/nba/player/_/id/4278053/davion-mitchell,Sacramento Kings,Point Guard,"6' 0"", 202 lbs",9/5/1998 (24),Baylor,"2021: Rd 1, Pk 9 (SAC)",Active,1st Season,"Hinesville, GA"
https://www.espn.com/nba/player/_/id/4432356/johnny-davis,Washington Wizards,Guard,"6' 4"", 195 lbs",2/27/2002 (21),Wisconsin,"2022: Rd 1, Pk 10 (WSH)",Active,Rookie,"La Crosse, WI"
https://www.espn.com/nba/player/_/id/4305/ish-smith,Denver Nuggets,Point Guard,"6' 0"", 175 lbs",7/5/1988 (34),Wake Forest,,Active,12th Season,"Concord, NC"
https://www.espn.com/nba/player/_/id/4397189/jalen-smith,Indiana Pacers,Power Forward,"6' 9"", 215 lbs",3/16/2000 (23),Maryland,"2020: Rd 1, Pk 10 (PHX)",Active,2nd Season,"Baltimore, MD"
https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,Memphis Grizzlies,Forward,"6' 9"", 185 lbs",9/12/2001 (21),Stanford,"2021: Rd 1, Pk 10 (NO)",Active,1st Season,"Lancaster, CA"
https://www.espn.com/nba/player/_/id/4997526/ousmane-dieng,Oklahoma City Thunder,Forward,"6' 9"", 185 lbs",5/21/2003 (20),,"2022: Rd 1, Pk 11 (NY)",Active,Rookie,
https://www.espn.com/nba/player/_/id/6591/maurice-harkless,,Small Forward,,5/11/1993,St John's,"2012: Rd 1, Pk 15 (PHI)",,,"Queens, NY"
https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,Golden State Warriors,Shooting Guard,"6' 4"", 203 lbs",1/31/1997 (26),Villanova,"2018: Rd 1, Pk 17 (MIL)",Active,4th Season,"Newark, DE"
https://www.espn.com/nba/player/_/id/3209/jeff-green,Denver Nuggets,Power Forward,"6' 8"", 235 lbs",8/28/1986 (36),Georgetown,"2007: Rd 1, Pk 5 (BOS)",Active,14th Season,"Hyattsville, MD"
https://www.espn.com/nba/player/_/id/4395630/devin-vassell,San Antonio Spurs,Shooting Guard,"6' 5"", 200 lbs",8/23/2000 (22),Florida St,"2020: Rd 1, Pk 11 (SA)",Active,2nd Season,"Suwanee, GA"
https://www.espn.com/nba/player/_/id/3907498/matisse-thybulle,Portland Trail Blazers,Shooting Guard,"6' 5"", 201 lbs",3/4/1997 (26),Washington,"2019: Rd 1, Pk 20 (BOS)",Active,3rd Season,"Issaquah, WA"
https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,Los Angeles Lakers,Power Forward,"6' 8"", 214 lbs",4/3/1999 (24),Kentucky,"2018: Rd 2, Pk 41 (ORL)",Active,4th Season,"Houston, TX"
https://www.espn.com/nba/player/_/id/4431712/james-bouknight,Charlotte Hornets,Shooting Guard,"6' 4"", 190 lbs",9/18/2000 (22),UConn,"2021: Rd 1, Pk 11 (CHA)",Active,1st Season,"Brooklyn, NY"
https://www.espn.com/nba/player/_/id/3906665/brandon-clarke,Memphis Grizzlies,Power Forward,"6' 8"", 215 lbs",9/19/1996 (26),Gonzaga,"2019: Rd 1, Pk 21 (OKC)",Out,3rd Season,"Vancouver, BC"
https://www.espn.com/nba/player/_/id/4593803/jalen-williams,Oklahoma City Thunder,Forward,"6' 6"", 195 lbs",4/14/2001 (22),Santa Clara,"2022: Rd 1, Pk 12 (OKC)",Active,Rookie,"Gilbert, AZ"
https://www.espn.com/nba/player/_/id/4066218/grant-williams,Boston Celtics,Power Forward,"6' 6"", 236 lbs",11/30/1998 (24),Tennessee,"2019: Rd 1, Pk 22 (BOS)",Game Time Decision,3rd Season,"Charlotte, NC"
https://www.espn.com/nba/player/_/id/4423545/darius-bazley,Phoenix Suns,Power Forward,"6' 9"", 216 lbs",6/12/2000 (23),,"2019: Rd 1, Pk 23 (UTAH)",Active,3rd Season,"Boston, MA"
https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Golden State Warriors,Shooting Guard,"6' 5"", 195 lbs",7/8/1997 (25),Virginia,"2019: Rd 1, Pk 24 (PHI)",Active,3rd Season,"New Rochelle, NY"
https://www.espn.com/nba/player/_/id/4396993/tyrese-haliburton,Indiana Pacers,Point Guard,"6' 5"", 185 lbs",2/29/2000 (23),Iowa State,"2020: Rd 1, Pk 12 (SAC)",Active,2nd Season,"Oshkosh, WI"
https://www.espn.com/nba/player/_/id/4395652/nassir-little,Portland Trail Blazers,Small Forward,"6' 5"", 220 lbs",2/11/2000 (23),North Carolina,"2019: Rd 1, Pk 25 (POR)",Game Time Decision,2nd Season,"Orange Park, FL"
https://www.espn.com/nba/player/_/id/4702176/joshua-primo,,Shooting Guard,,12/24/2002,Alabama,"2021: Rd 1, Pk 12 (SA)",,,"Toronto, ON"
https://www.espn.com/nba/player/_/id/4433621/jalen-duren,Detroit Pistons,Center,"6' 11"", 250 lbs",11/18/2003 (19),Memphis,"2022: Rd 1, Pk 13 (CHA)",Active,Rookie,"Sharon Hill, PA"
https://www.espn.com/nba/player/_/id/2991155/danuel-house-jr.,Philadelphia 76ers,Small Forward,"6' 6"", 220 lbs",6/7/1993 (30),Texas A&M,,Active,6th Season,"Fresno, TX"
https://www.espn.com/nba/player/_/id/3135047/justise-winslow,Portland Trail Blazers,Power Forward,"6' 6"", 222 lbs",3/26/1996 (27),Duke,"2015: Rd 1, Pk 10 (MIA)",Game Time Decision,6th Season,"Houston, TX"
https://www.espn.com/nba/player/_/id/3906786/dylan-windler,Cleveland Cavaliers,Shooting Guard,"6' 7"", 196 lbs",9/22/1996 (26),Belmont,"2019: Rd 1, Pk 26 (CLE)",Game Time Decision,2nd Season,"Indianapolis, IN"
https://www.espn.com/nba/player/_/id/3149010/chandler-hutchison,,Small Forward,,4/26/1996,Boise St,"2018: Rd 1, Pk 22 (CHI)",,,"Mission Viejo, CA"
https://www.espn.com/nba/player/_/id/4395698/kira-lewis-jr.,New Orleans Pelicans,Point Guard,"6' 1"", 170 lbs",4/6/2001 (22),Alabama,"2020: Rd 1, Pk 13 (NO)",Active,2nd Season,"Meridianville, AL"
https://www.espn.com/nba/player/_/id/3919454/terence-davis,Sacramento Kings,Shooting Guard,"6' 4"", 201 lbs",5/16/1997 (26),Ole Miss,,Active,3rd Season,"Southaven, MS"
