id,name,rank,salary,url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
2999547,Gary Harris,104,13000000.0,https://www.espn.com/nba/player/_/id/2999547/gary-harris,Orlando Magic,Shooting Guard,"6' 4"", 210 lbs",9/14/1994 (28),Michigan St,"2014: Rd 1, Pk 19 (CHI)",Active,8th Season,"Fishers, IN"
3062679,Josh Hart,105,12960000.0,https://www.espn.com/nba/player/_/id/3062679/josh-hart,New York Knicks,Shooting Guard,"6' 4"", 215 lbs",3/6/1995 (28),Villanova,"2017: Rd 1, Pk 30 (UTAH)",Active,5th Season,"Silver Spring, MD"
2578185,Dorian Finney-Smith,106,12939648.0,https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,Brooklyn Nets,Power Forward,"6' 7"", 220 lbs",5/4/1993 (30),Florida,,Game Time Decision,6th Season,"Portsmouth, VA"
3948153,Chris Boucher,107,12690000.0,https://www.espn.com/nba/player/_/id/3948153/chris-boucher,Toronto Raptors,Power Forward,"6' 9"", 200 lbs",1/11/1993 (30),Oregon,,Active,5th Season,"Montreal, PQ"
3133603,Kelly Oubre Jr.,108,12600000.0,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr.,Charlotte Hornets,Shooting Guard,"6' 6"", 203 lbs",12/9/1995 (27),Kansas,"2015: Rd 1, Pk 15 (ATL)",Game Time Decision,7th Season,"Henderson, NV"
4277848,Marvin Bagley III,109,12500000.0,https://www.espn.com/nba/player/_/id/4277848/marvin-bagley-iii,Detroit Pistons,Power Forward,"6' 10"", 235 lbs",3/14/1999 (24),Duke,"2018: Rd 1, Pk 2 (SAC)",Active,4th Season,"Phoenix, AZ"
2490620,Robert Covington,110,12307692.0,https://www.espn.com/nba/player/_/id/2490620/robert-covington,LA Clippers,Power Forward,"6' 7"", 209 lbs",12/14/1990 (32),Tennessee St,,Active,9th Season,"Bellwood, IL"
2489663,Kelly Olynyk,111,12195122.0,https://www.espn.com/nba/player/_/id/2489663/kelly-olynyk,Utah Jazz,Power Forward,"6' 11"", 240 lbs",4/19/1991 (32),Gonzaga,"2013: Rd 1, Pk 13 (DAL)",Active,9th Season,"Toronto, ON"
2581190,Josh Richardson,112,11615328.0,https://www.espn.com/nba/player/_/id/2581190/josh-richardson,Miami Heat,Shooting Guard,"6' 6"", 200 lbs",9/15/1993 (29),Tennessee,"2015: Rd 2, Pk 40 (MIA)",Active,7th Season,"Edmond, OK"
3133601,Devonte' Graham,113,11550000.0,https://www.espn.com/nba/player/_/id/3133601/devonte'-graham,San Antonio Spurs,Point Guard,"6' 1"", 195 lbs",2/22/1995 (28),Kansas,"2018: Rd 2, Pk 34 (ATL)",Active,4th Season,"Raleigh, NC"
3155526,Dillon Brooks,114,11400000.0,https://www.espn.com/nba/player/_/id/3155526/dillon-brooks,Memphis Grizzlies,Small Forward,"6' 7"", 225 lbs",1/22/1996 (27),Oregon,"2017: Rd 2, Pk 45 (HOU)",Active,5th Season,"Mississauga, ON"
2993370,Richaun Holmes,115,11215260.0,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,Dallas Mavericks,Forward,"6' 9"", 235 lbs",10/15/1993 (29),Bowling Green,"2015: Rd 2, Pk 37 (PHI)",Active,7th Season,"Lockport, IL"
2531367,Dwight Powell,116,11080125.0,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,Dallas Mavericks,Center,"6' 10"", 240 lbs",7/20/1991 (31),Stanford,"2014: Rd 2, Pk 45 (CHA)",Active,8th Season,"Toronto, ON"
4432573,Paolo Banchero,117,11055120.0,https://www.espn.com/nba/player/_/id/4432573/paolo-banchero,Orlando Magic,Power Forward,"6' 10"", 250 lbs",11/12/2002 (20),Duke,"2022: Rd 1, Pk 1 (ORL)",Active,Rookie,"Seattle, WA"
4066211,Robert Williams III,118,10937502.0,https://www.espn.com/nba/player/_/id/4066211/robert-williams-iii,Boston Celtics,Center,"6' 9"", 237 lbs",10/17/1997 (25),Texas A&M,"2018: Rd 1, Pk 27 (BOS)",Active,4th Season,"Shreveport, LA"
4395625,RJ Barrett,119,10900635.0,https://www.espn.com/nba/player/_/id/4395625/rj-barrett,New York Knicks,Shooting Guard,"6' 6"", 214 lbs",6/14/2000 (23),Duke,"2019: Rd 1, Pk 3 (NY)",Active,3rd Season,"Toronto, ON"
3064482,Bobby Portis,120,10843350.0,https://www.espn.com/nba/player/_/id/3064482/bobby-portis,Milwaukee Bucks,Forward,"6' 10"", 250 lbs",2/10/1995 (28),Arkansas,"2015: Rd 1, Pk 22 (CHI)",Active,7th Season,"Little Rock, AR"
3416,Nicolas Batum,121,10843350.0,https://www.espn.com/nba/player/_/id/3416/nicolas-batum,LA Clippers,Power Forward,"6' 8"", 230 lbs",12/14/1988 (34),,"2008: Rd 1, Pk 25 (HOU)",Active,14th Season,"Lisieux, France"
4594268,Anthony Edwards,122,10733400.0,https://www.espn.com/nba/player/_/id/4594268/anthony-edwards,Minnesota Timberwolves,Shooting Guard,"6' 4"", 225 lbs",8/5/2001 (21),Georgia,"2020: Rd 1, Pk 1 (MIN)",Active,2nd Season,"Atlanta, GA"
4432166,Cade Cunningham,123,10552800.0,https://www.espn.com/nba/player/_/id/4432166/cade-cunningham,Detroit Pistons,Point Guard,"6' 7"", 220 lbs",9/25/2001 (21),Oklahoma St,"2021: Rd 1, Pk 1 (DET)",Game Time Decision,1st Season,"Arlington, TX"
3033,P.J. Tucker,124,10490000.0,https://www.espn.com/nba/player/_/id/3033/p.j.-tucker,Philadelphia 76ers,Power Forward,"6' 5"", 245 lbs",5/5/1985 (38),Texas,"2006: Rd 2, Pk 35 (TOR)",Active,11th Season,"Raleigh, NC"
4277919,Mo Bamba,125,10300000.0,https://www.espn.com/nba/player/_/id/4277919/mo-bamba,,Center,,5/12/1998,Texas,"2018: Rd 1, Pk 6 (ORL)",,,"Harlem, NY"
4396991,Talen Horton-Tucker,126,10260000.0,https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,Utah Jazz,Shooting Guard,"6' 4"", 234 lbs",11/25/2000 (22),Iowa State,"2019: Rd 2, Pk 46 (ORL)",Active,3rd Season,"Chicago, IL"
4257,Derrick Favors,127,10183800.0,https://www.espn.com/nba/player/_/id/4257/derrick-favors,,Forward,,7/15/1991,Georgia Tech,"2010: Rd 1, Pk 3 (NJ)",,,"Atlanta, GA"
6581,Jae Crowder,128,10183000.0,https://www.espn.com/nba/player/_/id/6581/jae-crowder,Milwaukee Bucks,Power Forward,"6' 6"", 235 lbs",7/6/1990 (32),Marquette,"2012: Rd 2, Pk 34 (CLE)",Active,10th Season,"Villa Rica, GA"
4017837,Ivica Zubac,129,10123457.0,https://www.espn.com/nba/player/_/id/4017837/ivica-zubac,LA Clippers,Center,"7' 0"", 240 lbs",3/18/1997 (26),,"2016: Rd 2, Pk 32 (LAL)",Active,6th Season,"Mostar, Bosnia & Herzegovina"
6429,Alec Burks,130,10012800.0,https://www.espn.com/nba/player/_/id/6429/alec-burks,Detroit Pistons,Shooting Guard,"6' 6"", 214 lbs",7/20/1991 (31),Colorado,"2011: Rd 1, Pk 12 (UTAH)",Game Time Decision,11th Season,"Grandview, MO"
2528779,Reggie Bullock,131,10012800.0,https://www.espn.com/nba/player/_/id/2528779/reggie-bullock,Dallas Mavericks,Small Forward,"6' 6"", 205 lbs",3/16/1991 (32),North Carolina,"2013: Rd 1, Pk 25 (LAC)",Active,9th Season,"Baltimore, MD"
4433255,Chet Holmgren,132,9891240.0,https://www.espn.com/nba/player/_/id/4433255/chet-holmgren,Oklahoma City Thunder,Power Forward,"7' 1"", 195 lbs",5/1/2002 (21),Gonzaga,"2022: Rd 1, Pk 2 (OKC)",Game Time Decision,Rookie,"Minneapolis, MN"
4065732,De'Andre Hunter,133,9835881.0,https://www.espn.com/nba/player/_/id/4065732/de'andre-hunter,Atlanta Hawks,Small Forward,"6' 8"", 221 lbs",12/2/1997 (25),Virginia,"2019: Rd 1, Pk 4 (LAL)",Active,3rd Season,"Philadelphia, PA"
2580365,Larry Nance Jr.,134,9672727.0,https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr.,New Orleans Pelicans,Power Forward,"6' 8"", 245 lbs",1/1/1993 (30),Wyoming,"2015: Rd 1, Pk 27 (LAL)",Active,7th Season,"Akron, OH"
4279888,Ja Morant,135,9603360.0,https://www.espn.com/nba/player/_/id/4279888/ja-morant,Memphis Grizzlies,Point Guard,"6' 3"", 174 lbs",8/10/1999 (23),Murray St,"2019: Rd 1, Pk 2 (MEM)",Out,3rd Season,"Dalzell, SC"
4432808,James Wiseman,136,9603360.0,https://www.espn.com/nba/player/_/id/4432808/james-wiseman,Detroit Pistons,Center,"7' 0"", 240 lbs",3/31/2001 (22),Memphis,"2020: Rd 1, Pk 2 (GS)",Active,2nd Season,"Nashville, TN"
3914044,Landry Shamet,137,9500000.0,https://www.espn.com/nba/player/_/id/3914044/landry-shamet,Washington Wizards,Shooting Guard,"6' 4"", 190 lbs",3/13/1997 (26),Wichita St,"2018: Rd 1, Pk 26 (PHI)",Active,4th Season,"Kansas City, MO"
4066262,Malik Monk,138,9472219.0,https://www.espn.com/nba/player/_/id/4066262/malik-monk,Sacramento Kings,Shooting Guard,"6' 3"", 200 lbs",2/4/1998 (25),Kentucky,"2017: Rd 1, Pk 11 (CHA)",Active,5th Season,"Lepanto, AR"
4437244,Jalen Green,139,9441840.0,https://www.espn.com/nba/player/_/id/4437244/jalen-green,Houston Rockets,Shooting Guard,"6' 4"", 186 lbs",2/9/2002 (21),,"2021: Rd 1, Pk 2 (HOU)",Active,2nd Season,"Merced, CA"
3134908,Jakob Poeltl,140,9398148.0,https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,Toronto Raptors,Center,"7' 1"", 245 lbs",10/15/1995 (27),Utah,"2016: Rd 1, Pk 9 (TOR)",Active,6th Season,"Vienna, Austria"
3032978,Dario Saric,141,9240000.0,https://www.espn.com/nba/player/_/id/3032978/dario-saric,Oklahoma City Thunder,Power Forward,"6' 10"", 225 lbs",4/8/1994 (29),,"2014: Rd 1, Pk 12 (ORL)",Active,5th Season,"Sibenik, Croatia"
2991280,Nerlens Noel,142,9240000.0,https://www.espn.com/nba/player/_/id/2991280/nerlens-noel,,Center,,4/10/1994,Kentucky,"2013: Rd 1, Pk 6 (NO)",,,"Malden, MA"
2583632,Royce O'Neale,143,9200000.0,https://www.espn.com/nba/player/_/id/2583632/royce-o'neale,Brooklyn Nets,Power Forward,"6' 6"", 226 lbs",6/5/1993 (30),Baylor,,Active,5th Season,"Killeen, TX"
3059310,Monte Morris,144,9125000.0,https://www.espn.com/nba/player/_/id/3059310/monte-morris,Washington Wizards,Point Guard,"6' 2"", 183 lbs",6/27/1995 (28),Iowa State,"2017: Rd 2, Pk 51 (DEN)",Active,5th Season,"Grand Rapids, MI"
2488653,Mason Plumlee,145,9080417.0,https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,LA Clippers,Center,"7' 0"", 254 lbs",3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)",Active,9th Season,"Fort Wayne, IN"
2991350,Alex Caruso,146,9030000.0,https://www.espn.com/nba/player/_/id/2991350/alex-caruso,Chicago Bulls,Shooting Guard,"6' 5"", 186 lbs",2/28/1994 (29),Texas A&M,,Active,5th Season,"College Station, TX"
2960236,Maxi Kleber,147,9000000.0,https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,Dallas Mavericks,Power Forward,"6' 10"", 240 lbs",1/29/1992 (31),,,Active,5th Season,"Wurzburg, Germany"
4396907,Darius Garland,148,8920795.0,https://www.espn.com/nba/player/_/id/4396907/darius-garland,Cleveland Cavaliers,Point Guard,"6' 1"", 192 lbs",1/26/2000 (23),Vanderbilt,"2019: Rd 1, Pk 5 (CLE)",Active,3rd Season,"Gary, IN"
4432639,Jabari Smith Jr.,149,8882640.0,https://www.espn.com/nba/player/_/id/4432639/jabari-smith-jr.,Houston Rockets,Power Forward,"6' 11"", 220 lbs",5/13/2003 (20),Auburn,"2022: Rd 1, Pk 3 (HOU)",Active,Rookie,"Fayetteville, GA"
2993874,Kyle Anderson,150,8780488.0,https://www.espn.com/nba/player/_/id/2993874/kyle-anderson,Minnesota Timberwolves,Small Forward,"6' 9"", 230 lbs",9/20/1993 (29),UCLA,"2014: Rd 1, Pk 30 (SA)",Game Time Decision,8th Season,"Fairview, NJ"
2527963,Victor Oladipo,151,8750000.0,https://www.espn.com/nba/player/_/id/2527963/victor-oladipo,Miami Heat,Shooting Guard,"6' 4"", 213 lbs",5/4/1992 (31),Indiana,"2013: Rd 1, Pk 2 (ORL)",Game Time Decision,9th Season,"Silver Spring, MD"
2451037,Daniel Theis,152,8694369.0,https://www.espn.com/nba/player/_/id/2451037/daniel-theis,Indiana Pacers,Center,"6' 8"", 245 lbs",4/4/1992 (31),,,Active,5th Season,"Salzgitter, Germany"
4432816,LaMelo Ball,153,8623920.0,https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,Charlotte Hornets,Point Guard,"6' 7"", 180 lbs",8/22/2001 (21),,"2020: Rd 1, Pk 3 (CHA)",Game Time Decision,2nd Season,"Chino Hills, CA"
4278067,Nic Claxton,154,8500000.0,https://www.espn.com/nba/player/_/id/4278067/nic-claxton,Brooklyn Nets,Center,"6' 11"", 215 lbs",4/17/1999 (24),Georgia,"2019: Rd 2, Pk 31 (BKN)",Active,3rd Season,"Greenville, SC"
3135045,Grayson Allen,155,8500000.0,https://www.espn.com/nba/player/_/id/3135045/grayson-allen,Milwaukee Bucks,Shooting Guard,"6' 4"", 198 lbs",10/8/1995 (27),Duke,"2018: Rd 1, Pk 21 (UTAH)",Active,4th Season,"Jacksonville, FL"
2326307,Seth Curry,156,8496500.0,https://www.espn.com/nba/player/_/id/2326307/seth-curry,Dallas Mavericks,Shooting Guard,"6' 1"", 185 lbs",8/23/1990 (32),Duke,,Active,8th Season,"Charlotte, NC"
4432158,Evan Mobley,157,8478720.0,https://www.espn.com/nba/player/_/id/4432158/evan-mobley,Cleveland Cavaliers,Power Forward,"6' 11"", 215 lbs",6/18/2001 (22),USC,"2021: Rd 1, Pk 3 (CLE)",Active,1st Season,"Murrieta, CA"
3134903,Gary Payton II,158,8300000.0,https://www.espn.com/nba/player/_/id/3134903/gary-payton-ii,Golden State Warriors,Shooting Guard,"6' 2"", 195 lbs",12/1/1992 (30),Oregon St,,Active,6th Season,"Las Vegas, NV"
4066436,De'Anthony Melton,159,8250000.0,https://www.espn.com/nba/player/_/id/4066436/de'anthony-melton,Philadelphia 76ers,Shooting Guard,"6' 2"", 200 lbs",5/28/1998 (25),USC,"2018: Rd 2, Pk 46 (HOU)",Active,4th Season,"North Hollywood, CA"
2530530,T.J. McConnell,160,8100000.0,https://www.espn.com/nba/player/_/id/2530530/t.j.-mcconnell,Indiana Pacers,Point Guard,"6' 1"", 190 lbs",3/25/1992 (31),Arizona,,Active,7th Season,"Pittsburgh, PA"
4594327,Keegan Murray,161,8008440.0,https://www.espn.com/nba/player/_/id/4594327/keegan-murray,Sacramento Kings,Small Forward,"6' 8"", 215 lbs",8/19/2000 (22),Iowa,"2022: Rd 1, Pk 4 (SAC)",Active,Rookie,"Cedar Rapids, IA"
3244,Thaddeus Young,162,8000000.0,https://www.espn.com/nba/player/_/id/3244/thaddeus-young,Toronto Raptors,Power Forward,"6' 8"", 235 lbs",6/21/1988 (35),Georgia Tech,"2007: Rd 1, Pk 12 (PHI)",Active,15th Season,"New Orleans, LA"
2990962,Taurean Prince,163,8000000.0,https://www.espn.com/nba/player/_/id/2990962/taurean-prince,Los Angeles Lakers,Power Forward,"6' 6"", 218 lbs",3/22/1994 (29),Baylor,"2016: Rd 1, Pk 12 (UTAH)",Active,6th Season,"San Marcos, TX"
3155535,Kevon Looney,164,8000000.0,https://www.espn.com/nba/player/_/id/3155535/kevon-looney,Golden State Warriors,Forward,"6' 9"", 222 lbs",2/6/1996 (27),UCLA,"2015: Rd 1, Pk 30 (GS)",Active,7th Season,"Milwaukee, WI"
4222252,Isaiah Hartenstein,165,7804879.0,https://www.espn.com/nba/player/_/id/4222252/isaiah-hartenstein,New York Knicks,Center,"7' 0"", 250 lbs",5/5/1998 (25),,"2017: Rd 2, Pk 43 (HOU)",Active,3rd Season,"Eugene, OR"
3064447,Delon Wright,166,7804878.0,https://www.espn.com/nba/player/_/id/3064447/delon-wright,Washington Wizards,Shooting Guard,"6' 5"", 185 lbs",4/26/1992 (31),Utah,"2015: Rd 1, Pk 20 (TOR)",Active,7th Season,"Los Angeles, CA"
4431687,Patrick Williams,167,7775400.0,https://www.espn.com/nba/player/_/id/4431687/patrick-williams,Chicago Bulls,Power Forward,"6' 7"", 215 lbs",8/26/2001 (21),Florida St,"2020: Rd 1, Pk 4 (CHI)",Active,2nd Season,"Charlotte, NC"
4433134,Scottie Barnes,168,7644720.0,https://www.espn.com/nba/player/_/id/4433134/scottie-barnes,Toronto Raptors,Small Forward,"6' 8"", 225 lbs",8/1/2001 (21),Florida St,"2021: Rd 1, Pk 4 (TOR)",Active,1st Season,"West Palm Beach, FL"
3893016,Cedi Osman,169,7426088.0,https://www.espn.com/nba/player/_/id/3893016/cedi-osman,Cleveland Cavaliers,Small Forward,"6' 7"", 230 lbs",4/8/1995 (28),,"2015: Rd 2, Pk 31 (MIN)",Active,5th Season,"Ohrid, Macedonia"
4395651,Coby White,170,7413955.0,https://www.espn.com/nba/player/_/id/4395651/coby-white,Chicago Bulls,Point Guard,"6' 5"", 195 lbs",2/16/2000 (23),North Carolina,"2019: Rd 1, Pk 7 (CHI)",Active,3rd Season,"Goldsboro, NC"
2968439,Aron Baynes,171,7350000.0,https://www.espn.com/nba/player/_/id/2968439/aron-baynes,,Center,,12/9/1986,Washington St,,,,"Gisborne, New Zealand"
4066650,Zach Collins,172,7350000.0,https://www.espn.com/nba/player/_/id/4066650/zach-collins,San Antonio Spurs,Power Forward,"6' 11"", 250 lbs",11/19/1997 (25),Gonzaga,"2017: Rd 1, Pk 10 (SAC)",Game Time Decision,4th Season,"Las Vegas, NV"
4433218,Jaden Ivey,173,7252200.0,https://www.espn.com/nba/player/_/id/4433218/jaden-ivey,Detroit Pistons,Point Guard,"6' 4"", 195 lbs",2/13/2002 (21),Purdue,"2022: Rd 1, Pk 5 (DET)",Active,1st Season,"South Bend, IN"
3136777,Jae'Sean Tate,174,7065217.0,https://www.espn.com/nba/player/_/id/3136777/jae'sean-tate,Houston Rockets,Small Forward,"6' 5"", 230 lbs",10/28/1995 (27),Ohio State,,Game Time Decision,2nd Season,"Pickerington, OH"
4432822,Isaac Okoro,175,7040880.0,https://www.espn.com/nba/player/_/id/4432822/isaac-okoro,Cleveland Cavaliers,Small Forward,"6' 5"", 225 lbs",1/26/2001 (22),Auburn,"2020: Rd 1, Pk 5 (CLE)",Active,2nd Season,"Powder Springs, GA"
3138161,Cody Martin,176,7000000.0,https://www.espn.com/nba/player/_/id/3138161/cody-martin,Charlotte Hornets,Small Forward,"6' 6"", 205 lbs",9/28/1995 (27),Nevada,"2019: Rd 2, Pk 36 (CHA)",Game Time Decision,3rd Season,"Mocksville, NC"
4432165,Jalen Suggs,177,6922320.0,https://www.espn.com/nba/player/_/id/4432165/jalen-suggs,Orlando Magic,Shooting Guard,"6' 5"", 205 lbs",6/3/2001 (22),Gonzaga,"2021: Rd 1, Pk 5 (ORL)",Active,1st Season,"Saint Paul, MN"
4397077,Jaxson Hayes,178,6803012.0,https://www.espn.com/nba/player/_/id/4397077/jaxson-hayes,New Orleans Pelicans,Center,"7' 0"", 220 lbs",5/23/2000 (23),Texas,"2019: Rd 1, Pk 8 (ATL)",Active,3rd Season,"Norman, OK"
2578240,Khem Birch,179,6667500.0,https://www.espn.com/nba/player/_/id/2578240/khem-birch,San Antonio Spurs,Center,"6' 8"", 233 lbs",9/28/1992 (30),UNLV,,Active,5th Season,"Montreal, PQ"
4683634,Bennedict Mathurin,180,6586800.0,https://www.espn.com/nba/player/_/id/4683634/bennedict-mathurin,Indiana Pacers,Shooting Guard,"6' 5"", 210 lbs",6/19/2002 (21),Arizona,"2022: Rd 1, Pk 6 (IND)",Active,Rookie,"Montreal, PQ"
3428,Danilo Gallinari,181,6479000.0,https://www.espn.com/nba/player/_/id/3428/danilo-gallinari,Washington Wizards,Power Forward,"6' 10"", 236 lbs",8/8/1988 (34),,"2008: Rd 1, Pk 6 (NY)",Game Time Decision,13th Season,"Sant'Angelo Lodigiano, Italy"
4004,Patty Mills,182,6479000.0,https://www.espn.com/nba/player/_/id/4004/patty-mills,Brooklyn Nets,Point Guard,"6' 0"", 180 lbs",8/11/1988 (34),Saint Mary's,"2009: Rd 2, Pk 55 (POR)",Active,13th Season,"Canberra, ACT"
2968436,Joe Ingles,183,6479000.0,https://www.espn.com/nba/player/_/id/2968436/joe-ingles,Orlando Magic,Shooting Guard,"6' 8"", 220 lbs",10/2/1987 (35),,,Active,8th Season,"Adelaide, SA"
3138160,Caleb Martin,184,6479000.0,https://www.espn.com/nba/player/_/id/3138160/caleb-martin,Miami Heat,Small Forward,"6' 5"", 205 lbs",9/28/1995 (27),Nevada,,Active,3rd Season,"Mocksville, NC"
4277890,Lonnie Walker IV,185,6479000.0,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Los Angeles Lakers,Guard,"6' 4"", 204 lbs",12/14/1998 (24),Miami,"2018: Rd 1, Pk 18 (SA)",Active,4th Season,"Reading, PA"
4237,John Wall,186,6479000.0,https://www.espn.com/nba/player/_/id/4237/john-wall,,Point Guard,,9/6/1990,Kentucky,"2010: Rd 1, Pk 1 (WSH)",,,"Raleigh, NC"
4065670,Bruce Brown,187,6479000.0,https://www.espn.com/nba/player/_/id/4065670/bruce-brown,Indiana Pacers,Small Forward,"6' 4"", 202 lbs",8/15/1996 (26),Miami,"2018: Rd 2, Pk 42 (DET)",Active,4th Season,"Boston, MA"
4431680,Onyeka Okongwu,188,6395160.0,https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,Atlanta Hawks,Power Forward,"6' 9"", 240 lbs",12/11/2000 (22),USC,"2020: Rd 1, Pk 6 (ATL)",Active,2nd Season,"Chino, CA"
4277928,Jarrett Culver,189,6395160.0,https://www.espn.com/nba/player/_/id/4277928/jarrett-culver,,Guard,,2/20/1999,Texas Tech,"2019: Rd 1, Pk 6 (PHX)",,,"Dallas, TX"
4871145,Josh Giddey,190,6287280.0,https://www.espn.com/nba/player/_/id/4871145/josh-giddey,Oklahoma City Thunder,Shooting Guard,"6' 8"", 216 lbs",10/10/2002 (20),,"2021: Rd 1, Pk 6 (OKC)",Active,1st Season,
4066648,Rui Hachimura,191,6263188.0,https://www.espn.com/nba/player/_/id/4066648/rui-hachimura,Los Angeles Lakers,Power Forward,"6' 8"", 230 lbs",2/8/1998 (25),Gonzaga,"2019: Rd 1, Pk 9 (WSH)",Active,3rd Season,"Toyama, Japan"
3005,Rudy Gay,192,6184500.0,https://www.espn.com/nba/player/_/id/3005/rudy-gay,Utah Jazz,Small Forward,"6' 8"", 250 lbs",8/17/1986 (36),UConn,"2006: Rd 1, Pk 8 (HOU)",Active,16th Season,"Baltimore, MD"
4914336,Shaedon Sharpe,193,6012960.0,https://www.espn.com/nba/player/_/id/4914336/shaedon-sharpe,Portland Trail Blazers,Shooting Guard,"6' 5"", 200 lbs",5/30/2003 (20),Kentucky,"2022: Rd 1, Pk 7 (POR)",Active,Rookie,"London, ON"
2594922,Otto Porter Jr.,194,6000000.0,https://www.espn.com/nba/player/_/id/2594922/otto-porter-jr.,Toronto Raptors,Small Forward,"6' 8"", 198 lbs",6/3/1993 (30),Georgetown,"2013: Rd 1, Pk 3 (WSH)",Game Time Decision,9th Season,"Saint Louis, MO"
3064230,Cameron Payne,195,6000000.0,https://www.espn.com/nba/player/_/id/3064230/cameron-payne,Phoenix Suns,Point Guard,"6' 1"", 183 lbs",8/8/1994 (28),Murray St,"2015: Rd 1, Pk 14 (OKC)",Active,7th Season,"Bartlett, TN"
4395627,Cam Reddish,196,5954454.0,https://www.espn.com/nba/player/_/id/4395627/cam-reddish,Los Angeles Lakers,Small Forward,"6' 8"", 217 lbs",9/1/1999 (23),Duke,"2019: Rd 1, Pk 10 (ATL)",Active,3rd Season,"Norristown, PA"
3138196,Cameron Johnson,197,5887899.0,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,Brooklyn Nets,Small Forward,"6' 8"", 210 lbs",3/3/1996 (27),North Carolina,"2019: Rd 1, Pk 11 (MIN)",Active,3rd Season,"Moon Township, PA"
4011,Ricky Rubio,198,5853659.0,https://www.espn.com/nba/player/_/id/4011/ricky-rubio,Cleveland Cavaliers,Point Guard,"6' 2"", 190 lbs",10/21/1990 (32),,"2009: Rd 1, Pk 5 (MIN)",Active,11th Season,"Barcelona, Spain"
4278075,Kevin Knox II,199,5845979.0,https://www.espn.com/nba/player/_/id/4278075/kevin-knox-ii,Portland Trail Blazers,Small Forward,"6' 7"", 215 lbs",8/11/1999 (23),Kentucky,"2018: Rd 1, Pk 9 (NY)",Active,4th Season,"Phoenix, AZ"
4278078,P.J. Washington,200,5808435.0,https://www.espn.com/nba/player/_/id/4278078/p.j.-washington,Charlotte Hornets,Power Forward,"6' 7"", 230 lbs",8/23/1998 (24),Kentucky,"2019: Rd 1, Pk 12 (CHA)",Game Time Decision,3rd Season,"Louisville, KY"
4433247,Jonathan Kuminga,201,5739860.0,https://www.espn.com/nba/player/_/id/4433247/jonathan-kuminga,Golden State Warriors,Power Forward,"6' 7"", 225 lbs",10/6/2002 (20),,"2021: Rd 1, Pk 7 (GS)",Active,1st Season,"Goma, Democratic Republic of Congo"
2578239,Pat Connaughton,202,5728393.0,https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,Milwaukee Bucks,Shooting Guard,"6' 5"", 209 lbs",1/6/1993 (30),Notre Dame,"2015: Rd 2, Pk 41 (BKN)",Active,7th Season,"Arlington, MA"
4395725,Tyler Herro,203,5722116.0,https://www.espn.com/nba/player/_/id/4395725/tyler-herro,Miami Heat,Point Guard,"6' 5"", 195 lbs",1/20/2000 (23),Kentucky,"2019: Rd 1, Pk 13 (MIA)",Active,3rd Season,"Milwaukee, WI"
4397008,Romeo Langford,204,5634257.0,https://www.espn.com/nba/player/_/id/4397008/romeo-langford,San Antonio Spurs,Shooting Guard,"6' 5"", 216 lbs",10/25/1999 (23),Indiana,"2019: Rd 1, Pk 14 (BOS)",Active,3rd Season,"New Albany, IN"
4683024,Killian Hayes,205,5572680.0,https://www.espn.com/nba/player/_/id/4683024/killian-hayes,Detroit Pistons,Point Guard,"6' 5"", 195 lbs",7/27/2001 (21),,"2020: Rd 1, Pk 7 (DET)",Active,2nd Season,"Lakeland, FL"
4869342,Dyson Daniels,206,5508600.0,https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,New Orleans Pelicans,Guard,"6' 7"", 199 lbs",3/17/2003 (20),,"2022: Rd 1, Pk 8 (NO)",Active,Rookie,"Bendigo, VIC"
3452,JaVale McGee,207,5461219.0,https://www.espn.com/nba/player/_/id/3452/javale-mcgee,Dallas Mavericks,Center,"7' 0"", 270 lbs",1/19/1988 (35),Nevada,"2008: Rd 1, Pk 18 (WSH)",Active,14th Season,"Flint, MI"
4278355,Obi Toppin,208,5348280.0,https://www.espn.com/nba/player/_/id/4278355/obi-toppin,New York Knicks,Power Forward,"6' 9"", 220 lbs",3/4/1998 (25),Dayton,"2020: Rd 1, Pk 8 (NY)",Active,2nd Season,"Brooklyn, NY"
4566434,Franz Wagner,209,5258280.0,https://www.espn.com/nba/player/_/id/4566434/franz-wagner,Orlando Magic,Small Forward,"6' 10"", 220 lbs",8/27/2001 (21),Michigan,"2021: Rd 1, Pk 8 (ORL)",Active,1st Season,"Berlin, Germany"
